depth,curve,curveName,UWI
529.000,62.857,GR,00/01-01-073-05W5/0
529.250,65.251,GR,00/01-01-073-05W5/0
529.500,67.323,GR,00/01-01-073-05W5/0
529.750,69.025,GR,00/01-01-073-05W5/0
530.000,65.336,GR,00/01-01-073-05W5/0
530.250,62.515,GR,00/01-01-073-05W5/0
530.500,61.307,GR,00/01-01-073-05W5/0
530.750,64.066,GR,00/01-01-073-05W5/0
531.000,68.004,GR,00/01-01-073-05W5/0
531.250,69.524,GR,00/01-01-073-05W5/0
531.500,64.845,GR,00/01-01-073-05W5/0
531.750,60.286,GR,00/01-01-073-05W5/0
532.000,61.185,GR,00/01-01-073-05W5/0
532.250,65.310,GR,00/01-01-073-05W5/0
532.500,65.897,GR,00/01-01-073-05W5/0
532.750,61.835,GR,00/01-01-073-05W5/0
533.000,64.907,GR,00/01-01-073-05W5/0
533.250,64.255,GR,00/01-01-073-05W5/0
533.500,61.310,GR,00/01-01-073-05W5/0
533.750,63.637,GR,00/01-01-073-05W5/0
534.000,68.072,GR,00/01-01-073-05W5/0
534.250,62.398,GR,00/01-01-073-05W5/0
534.500,55.114,GR,00/01-01-073-05W5/0
534.750,49.126,GR,00/01-01-073-05W5/0
535.000,61.375,GR,00/01-01-073-05W5/0
535.250,66.924,GR,00/01-01-073-05W5/0
535.500,71.856,GR,00/01-01-073-05W5/0
535.750,71.886,GR,00/01-01-073-05W5/0
536.000,72.231,GR,00/01-01-073-05W5/0
536.250,73.318,GR,00/01-01-073-05W5/0
536.500,74.030,GR,00/01-01-073-05W5/0
536.750,73.995,GR,00/01-01-073-05W5/0
537.000,70.932,GR,00/01-01-073-05W5/0
537.250,68.913,GR,00/01-01-073-05W5/0
537.500,68.511,GR,00/01-01-073-05W5/0
537.750,71.329,GR,00/01-01-073-05W5/0
538.000,74.771,GR,00/01-01-073-05W5/0
538.250,76.415,GR,00/01-01-073-05W5/0
538.500,76.386,GR,00/01-01-073-05W5/0
538.750,76.667,GR,00/01-01-073-05W5/0
539.000,76.201,GR,00/01-01-073-05W5/0
539.250,73.443,GR,00/01-01-073-05W5/0
539.500,69.689,GR,00/01-01-073-05W5/0
539.750,64.701,GR,00/01-01-073-05W5/0
540.000,62.434,GR,00/01-01-073-05W5/0
540.250,66.560,GR,00/01-01-073-05W5/0
540.500,71.053,GR,00/01-01-073-05W5/0
540.750,72.758,GR,00/01-01-073-05W5/0
541.000,68.388,GR,00/01-01-073-05W5/0
541.250,63.025,GR,00/01-01-073-05W5/0
541.500,66.716,GR,00/01-01-073-05W5/0
541.750,70.218,GR,00/01-01-073-05W5/0
542.000,72.117,GR,00/01-01-073-05W5/0
542.250,72.642,GR,00/01-01-073-05W5/0
542.500,72.608,GR,00/01-01-073-05W5/0
542.750,71.337,GR,00/01-01-073-05W5/0
543.000,72.919,GR,00/01-01-073-05W5/0
543.250,76.114,GR,00/01-01-073-05W5/0
543.500,76.703,GR,00/01-01-073-05W5/0
543.750,74.193,GR,00/01-01-073-05W5/0
544.000,72.242,GR,00/01-01-073-05W5/0
544.250,71.713,GR,00/01-01-073-05W5/0
544.500,71.307,GR,00/01-01-073-05W5/0
544.750,74.252,GR,00/01-01-073-05W5/0
545.000,77.697,GR,00/01-01-073-05W5/0
545.250,77.663,GR,00/01-01-073-05W5/0
545.500,78.935,GR,00/01-01-073-05W5/0
545.750,79.091,GR,00/01-01-073-05W5/0
546.000,74.720,GR,00/01-01-073-05W5/0
546.250,74.068,GR,00/01-01-073-05W5/0
546.500,77.015,GR,00/01-01-073-05W5/0
546.750,79.527,GR,00/01-01-073-05W5/0
547.000,83.277,GR,00/01-01-073-05W5/0
547.250,84.178,GR,00/01-01-073-05W5/0
547.500,80.673,GR,00/01-01-073-05W5/0
547.750,78.224,GR,00/01-01-073-05W5/0
548.000,78.255,GR,00/01-01-073-05W5/0
548.250,80.955,GR,00/01-01-073-05W5/0
548.500,80.059,GR,00/01-01-073-05W5/0
548.750,78.166,GR,00/01-01-073-05W5/0
549.000,76.644,GR,00/01-01-073-05W5/0
549.250,72.771,GR,00/01-01-073-05W5/0
549.500,67.219,GR,00/01-01-073-05W5/0
549.750,61.050,GR,00/01-01-073-05W5/0
550.000,55.811,GR,00/01-01-073-05W5/0
550.250,56.461,GR,00/01-01-073-05W5/0
550.500,66.042,GR,00/01-01-073-05W5/0
550.750,74.882,GR,00/01-01-073-05W5/0
551.000,78.387,GR,00/01-01-073-05W5/0
551.250,81.084,GR,00/01-01-073-05W5/0
551.500,81.732,GR,00/01-01-073-05W5/0
551.750,82.138,GR,00/01-01-073-05W5/0
552.000,79.500,GR,00/01-01-073-05W5/0
552.250,76.121,GR,00/01-01-073-05W5/0
552.500,72.928,GR,00/01-01-073-05W5/0
552.750,72.838,GR,00/01-01-073-05W5/0
553.000,74.667,GR,00/01-01-073-05W5/0
553.250,78.107,GR,00/01-01-073-05W5/0
553.500,80.061,GR,00/01-01-073-05W5/0
553.750,81.332,GR,00/01-01-073-05W5/0
554.000,82.170,GR,00/01-01-073-05W5/0
554.250,81.766,GR,00/01-01-073-05W5/0
554.500,79.255,GR,00/01-01-073-05W5/0
554.750,78.854,GR,00/01-01-073-05W5/0
555.000,80.868,GR,00/01-01-073-05W5/0
555.250,81.023,GR,00/01-01-073-05W5/0
555.500,76.591,GR,00/01-01-073-05W5/0
555.750,75.257,GR,00/01-01-073-05W5/0
556.000,78.016,GR,00/01-01-073-05W5/0
556.250,78.234,GR,00/01-01-073-05W5/0
556.500,74.546,GR,00/01-01-073-05W5/0
556.750,75.817,GR,00/01-01-073-05W5/0
557.000,79.136,GR,00/01-01-073-05W5/0
557.250,76.563,GR,00/01-01-073-05W5/0
557.500,74.237,GR,00/01-01-073-05W5/0
557.750,73.523,GR,00/01-01-073-05W5/0
558.000,73.678,GR,00/01-01-073-05W5/0
558.250,75.322,GR,00/01-01-073-05W5/0
558.500,76.533,GR,00/01-01-073-05W5/0
558.750,72.287,GR,00/01-01-073-05W5/0
559.000,67.417,GR,00/01-01-073-05W5/0
559.250,62.614,GR,00/01-01-073-05W5/0
559.500,57.311,GR,00/01-01-073-05W5/0
559.750,55.418,GR,00/01-01-073-05W5/0
560.000,56.317,GR,00/01-01-073-05W5/0
560.250,55.981,GR,00/01-01-073-05W5/0
560.500,54.768,GR,00/01-01-073-05W5/0
560.750,54.739,GR,00/01-01-073-05W5/0
561.000,53.839,GR,00/01-01-073-05W5/0
561.250,53.312,GR,00/01-01-073-05W5/0
561.500,57.128,GR,00/01-01-073-05W5/0
561.750,60.944,GR,00/01-01-073-05W5/0
562.000,62.211,GR,00/01-01-073-05W5/0
562.250,63.548,GR,00/01-01-073-05W5/0
562.500,64.260,GR,00/01-01-073-05W5/0
562.750,64.788,GR,00/01-01-073-05W5/0
563.000,65.687,GR,00/01-01-073-05W5/0
563.250,67.142,GR,00/01-01-073-05W5/0
563.500,72.694,GR,00/01-01-073-05W5/0
563.750,74.089,GR,00/01-01-073-05W5/0
564.000,71.457,GR,00/01-01-073-05W5/0
564.250,69.687,GR,00/01-01-073-05W5/0
564.500,68.417,GR,00/01-01-073-05W5/0
564.750,67.331,GR,00/01-01-073-05W5/0
565.000,65.317,GR,00/01-01-073-05W5/0
565.250,61.625,GR,00/01-01-073-05W5/0
565.500,56.823,GR,00/01-01-073-05W5/0
565.750,56.730,GR,00/01-01-073-05W5/0
566.000,55.706,GR,00/01-01-073-05W5/0
566.250,53.007,GR,00/01-01-073-05W5/0
566.500,50.682,GR,00/01-01-073-05W5/0
566.750,47.923,GR,00/01-01-073-05W5/0
567.000,49.444,GR,00/01-01-073-05W5/0
567.250,54.065,GR,00/01-01-073-05W5/0
567.500,58.375,GR,00/01-01-073-05W5/0
567.750,61.008,GR,00/01-01-073-05W5/0
568.000,57.446,GR,00/01-01-073-05W5/0
568.250,54.192,GR,00/01-01-073-05W5/0
568.500,58.063,GR,00/01-01-073-05W5/0
568.750,58.777,GR,00/01-01-073-05W5/0
569.000,56.769,GR,00/01-01-073-05W5/0
569.250,56.112,GR,00/01-01-073-05W5/0
569.500,56.638,GR,00/01-01-073-05W5/0
569.750,57.106,GR,00/01-01-073-05W5/0
570.000,57.879,GR,00/01-01-073-05W5/0
570.250,56.485,GR,00/01-01-073-05W5/0
570.500,54.967,GR,00/01-01-073-05W5/0
570.750,54.377,GR,00/01-01-073-05W5/0
571.000,55.465,GR,00/01-01-073-05W5/0
571.250,58.843,GR,00/01-01-073-05W5/0
571.500,66.686,GR,00/01-01-073-05W5/0
571.750,61.077,GR,00/01-01-073-05W5/0
572.000,57.695,GR,00/01-01-073-05W5/0
572.250,58.787,GR,00/01-01-073-05W5/0
572.500,60.305,GR,00/01-01-073-05W5/0
572.750,60.705,GR,00/01-01-073-05W5/0
573.000,60.550,GR,00/01-01-073-05W5/0
573.250,60.151,GR,00/01-01-073-05W5/0
573.500,59.683,GR,00/01-01-073-05W5/0
573.750,59.159,GR,00/01-01-073-05W5/0
574.000,57.822,GR,00/01-01-073-05W5/0
574.250,52.584,GR,00/01-01-073-05W5/0
574.500,52.056,GR,00/01-01-073-05W5/0
574.750,57.049,GR,00/01-01-073-05W5/0
575.000,61.854,GR,00/01-01-073-05W5/0
575.250,62.444,GR,00/01-01-073-05W5/0
575.500,60.059,GR,00/01-01-073-05W5/0
575.750,58.043,GR,00/01-01-073-05W5/0
576.000,56.586,GR,00/01-01-073-05W5/0
576.250,54.945,GR,00/01-01-073-05W5/0
576.500,54.352,GR,00/01-01-073-05W5/0
576.750,54.882,GR,00/01-01-073-05W5/0
577.000,56.030,GR,00/01-01-073-05W5/0
577.250,57.303,GR,00/01-01-073-05W5/0
577.500,57.827,GR,00/01-01-073-05W5/0
577.750,56.555,GR,00/01-01-073-05W5/0
578.000,52.556,GR,00/01-01-073-05W5/0
578.250,53.950,GR,00/01-01-073-05W5/0
578.500,55.225,GR,00/01-01-073-05W5/0
578.750,55.998,GR,00/01-01-073-05W5/0
579.000,56.528,GR,00/01-01-073-05W5/0
579.250,56.313,GR,00/01-01-073-05W5/0
579.500,56.530,GR,00/01-01-073-05W5/0
579.750,60.467,GR,00/01-01-073-05W5/0
580.000,64.590,GR,00/01-01-073-05W5/0
580.250,64.620,GR,00/01-01-073-05W5/0
580.500,60.869,GR,00/01-01-073-05W5/0
580.750,59.475,GR,00/01-01-073-05W5/0
581.000,63.667,GR,00/01-01-073-05W5/0
581.250,67.787,GR,00/01-01-073-05W5/0
581.500,72.651,GR,00/01-01-073-05W5/0
581.750,78.081,GR,00/01-01-073-05W5/0
582.000,79.909,GR,00/01-01-073-05W5/0
582.250,80.807,GR,00/01-01-073-05W5/0
582.500,81.709,GR,00/01-01-073-05W5/0
582.750,82.798,GR,00/01-01-073-05W5/0
583.000,83.507,GR,00/01-01-073-05W5/0
583.250,83.040,GR,00/01-01-073-05W5/0
583.500,78.483,GR,00/01-01-073-05W5/0
583.750,75.352,GR,00/01-01-073-05W5/0
584.000,72.472,GR,00/01-01-073-05W5/0
584.250,70.083,GR,00/01-01-073-05W5/0
584.500,67.384,GR,00/01-01-073-05W5/0
584.750,66.609,GR,00/01-01-073-05W5/0
585.000,70.858,GR,00/01-01-073-05W5/0
585.250,74.797,GR,00/01-01-073-05W5/0
585.500,77.557,GR,00/01-01-073-05W5/0
585.750,76.100,GR,00/01-01-073-05W5/0
586.000,74.207,GR,00/01-01-073-05W5/0
586.250,71.760,GR,00/01-01-073-05W5/0
586.500,68.254,GR,00/01-01-073-05W5/0
586.750,68.412,GR,00/01-01-073-05W5/0
587.000,71.480,GR,00/01-01-073-05W5/0
587.250,74.302,GR,00/01-01-073-05W5/0
587.500,76.069,GR,00/01-01-073-05W5/0
587.750,71.263,GR,00/01-01-073-05W5/0
588.000,71.173,GR,00/01-01-073-05W5/0
588.250,72.628,GR,00/01-01-073-05W5/0
588.500,72.969,GR,00/01-01-073-05W5/0
588.750,73.248,GR,00/01-01-073-05W5/0
589.000,75.080,GR,00/01-01-073-05W5/0
589.250,77.902,GR,00/01-01-073-05W5/0
589.500,76.569,GR,00/01-01-073-05W5/0
589.750,71.637,GR,00/01-01-073-05W5/0
590.000,70.619,GR,00/01-01-073-05W5/0
590.250,71.763,GR,00/01-01-073-05W5/0
590.500,74.837,GR,00/01-01-073-05W5/0
590.750,77.592,GR,00/01-01-073-05W5/0
591.000,81.470,GR,00/01-01-073-05W5/0
591.250,83.177,GR,00/01-01-073-05W5/0
591.500,80.166,GR,00/01-01-073-05W5/0
591.750,73.316,GR,00/01-01-073-05W5/0
592.000,70.927,GR,00/01-01-073-05W5/0
592.250,73.006,GR,00/01-01-073-05W5/0
592.500,77.255,GR,00/01-01-073-05W5/0
592.750,80.634,GR,00/01-01-073-05W5/0
593.000,83.703,GR,00/01-01-073-05W5/0
593.250,88.137,GR,00/01-01-073-05W5/0
593.500,91.703,GR,00/01-01-073-05W5/0
593.750,93.408,GR,00/01-01-073-05W5/0
594.000,85.750,GR,00/01-01-073-05W5/0
594.250,77.535,GR,00/01-01-073-05W5/0
594.500,68.823,GR,00/01-01-073-05W5/0
594.750,62.651,GR,00/01-01-073-05W5/0
595.000,63.117,GR,00/01-01-073-05W5/0
595.250,66.003,GR,00/01-01-073-05W5/0
595.500,67.832,GR,00/01-01-073-05W5/0
595.750,78.466,GR,00/01-01-073-05W5/0
596.000,77.323,GR,00/01-01-073-05W5/0
596.250,68.111,GR,00/01-01-073-05W5/0
596.500,65.544,GR,00/01-01-073-05W5/0
596.750,67.243,GR,00/01-01-073-05W5/0
597.000,69.942,GR,00/01-01-073-05W5/0
597.250,71.959,GR,00/01-01-073-05W5/0
597.500,72.737,GR,00/01-01-073-05W5/0
597.750,73.571,GR,00/01-01-073-05W5/0
598.000,74.096,GR,00/01-01-073-05W5/0
598.250,74.690,GR,00/01-01-073-05W5/0
598.500,74.717,GR,00/01-01-073-05W5/0
598.750,75.182,GR,00/01-01-073-05W5/0
599.000,76.022,GR,00/01-01-073-05W5/0
599.250,77.602,GR,00/01-01-073-05W5/0
599.500,81.913,GR,00/01-01-073-05W5/0
599.750,77.727,GR,00/01-01-073-05W5/0
600.000,77.945,GR,00/01-01-073-05W5/0
600.250,78.712,GR,00/01-01-073-05W5/0
600.500,73.907,GR,00/01-01-073-05W5/0
600.750,71.080,GR,00/01-01-073-05W5/0
601.000,69.931,GR,00/01-01-073-05W5/0
601.250,72.686,GR,00/01-01-073-05W5/0
601.500,77.476,GR,00/01-01-073-05W5/0
601.750,81.341,GR,00/01-01-073-05W5/0
602.000,80.874,GR,00/01-01-073-05W5/0
602.250,77.987,GR,00/01-01-073-05W5/0
602.500,76.710,GR,00/01-01-073-05W5/0
602.750,75.867,GR,00/01-01-073-05W5/0
603.000,73.415,GR,00/01-01-073-05W5/0
603.250,69.224,GR,00/01-01-073-05W5/0
603.500,67.328,GR,00/01-01-073-05W5/0
603.750,71.755,GR,00/01-01-073-05W5/0
604.000,76.612,GR,00/01-01-073-05W5/0
604.250,79.795,GR,00/01-01-073-05W5/0
604.500,82.857,GR,00/01-01-073-05W5/0
604.750,85.980,GR,00/01-01-073-05W5/0
605.000,89.351,GR,00/01-01-073-05W5/0
605.250,89.439,GR,00/01-01-073-05W5/0
605.500,88.532,GR,00/01-01-073-05W5/0
605.750,93.824,GR,00/01-01-073-05W5/0
606.000,90.261,GR,00/01-01-073-05W5/0
606.250,86.811,GR,00/01-01-073-05W5/0
606.500,79.159,GR,00/01-01-073-05W5/0
606.750,68.709,GR,00/01-01-073-05W5/0
607.000,57.457,GR,00/01-01-073-05W5/0
607.250,50.667,GR,00/01-01-073-05W5/0
607.500,46.169,GR,00/01-01-073-05W5/0
607.750,41.485,GR,00/01-01-073-05W5/0
608.000,38.907,GR,00/01-01-073-05W5/0
608.250,48.970,GR,00/01-01-073-05W5/0
608.500,63.865,GR,00/01-01-073-05W5/0
608.750,74.980,GR,00/01-01-073-05W5/0
609.000,77.608,GR,00/01-01-073-05W5/0
609.250,60.284,GR,00/01-01-073-05W5/0
609.500,50.150,GR,00/01-01-073-05W5/0
609.750,43.420,GR,00/01-01-073-05W5/0
610.000,36.322,GR,00/01-01-073-05W5/0
610.250,31.017,GR,00/01-01-073-05W5/0
610.500,27.387,GR,00/01-01-073-05W5/0
610.750,28.898,GR,00/01-01-073-05W5/0
611.000,33.136,GR,00/01-01-073-05W5/0
611.250,35.518,GR,00/01-01-073-05W5/0
611.500,30.895,GR,00/01-01-073-05W5/0
611.750,37.921,GR,00/01-01-073-05W5/0
612.000,53.933,GR,00/01-01-073-05W5/0
612.250,61.827,GR,00/01-01-073-05W5/0
612.500,68.914,GR,00/01-01-073-05W5/0
612.750,65.345,GR,00/01-01-073-05W5/0
613.000,55.890,GR,00/01-01-073-05W5/0
613.250,53.003,GR,00/01-01-073-05W5/0
613.500,52.162,GR,00/01-01-073-05W5/0
613.750,50.389,GR,00/01-01-073-05W5/0
614.000,47.379,GR,00/01-01-073-05W5/0
614.250,48.023,GR,00/01-01-073-05W5/0
614.500,50.466,GR,00/01-01-073-05W5/0
614.750,46.773,GR,00/01-01-073-05W5/0
615.000,47.604,GR,00/01-01-073-05W5/0
615.250,49.425,GR,00/01-01-073-05W5/0
615.500,47.655,GR,00/01-01-073-05W5/0
615.750,47.495,GR,00/01-01-073-05W5/0
616.000,50.802,GR,00/01-01-073-05W5/0
616.250,55.722,GR,00/01-01-073-05W5/0
616.500,59.340,GR,00/01-01-073-05W5/0
616.750,62.031,GR,00/01-01-073-05W5/0
617.000,65.399,GR,00/01-01-073-05W5/0
617.250,71.063,GR,00/01-01-073-05W5/0
617.500,69.416,GR,00/01-01-073-05W5/0
617.750,55.066,GR,00/01-01-073-05W5/0
618.000,44.311,GR,00/01-01-073-05W5/0
618.250,35.105,GR,00/01-01-073-05W5/0
618.500,30.668,GR,00/01-01-073-05W5/0
618.750,32.242,GR,00/01-01-073-05W5/0
619.000,37.161,GR,00/01-01-073-05W5/0
619.250,42.642,GR,00/01-01-073-05W5/0
619.500,48.800,GR,00/01-01-073-05W5/0
619.750,55.703,GR,00/01-01-073-05W5/0
620.000,62.048,GR,00/01-01-073-05W5/0
620.250,67.213,GR,00/01-01-073-05W5/0
620.500,72.938,GR,00/01-01-073-05W5/0
620.750,80.584,GR,00/01-01-073-05W5/0
621.000,61.962,GR,00/01-01-073-05W5/0
621.250,56.471,GR,00/01-01-073-05W5/0
621.500,56.189,GR,00/01-01-073-05W5/0
621.750,61.169,GR,00/01-01-073-05W5/0
622.000,68.380,GR,00/01-01-073-05W5/0
622.250,68.777,GR,00/01-01-073-05W5/0
622.500,61.676,GR,00/01-01-073-05W5/0
622.750,56.002,GR,00/01-01-073-05W5/0
623.000,56.212,GR,00/01-01-073-05W5/0
623.250,49.918,GR,00/01-01-073-05W5/0
623.500,42.326,GR,00/01-01-073-05W5/0
623.750,38.258,GR,00/01-01-073-05W5/0
624.000,38.784,GR,00/01-01-073-05W5/0
624.250,42.711,GR,00/01-01-073-05W5/0
624.500,49.239,GR,00/01-01-073-05W5/0
624.750,57.195,GR,00/01-01-073-05W5/0
625.000,58.396,GR,00/01-01-073-05W5/0
625.250,53.530,GR,00/01-01-073-05W5/0
625.500,49.526,GR,00/01-01-073-05W5/0
625.750,44.904,GR,00/01-01-073-05W5/0
626.000,41.213,GR,00/01-01-073-05W5/0
626.250,38.761,GR,00/01-01-073-05W5/0
626.500,37.295,GR,00/01-01-073-05W5/0
626.750,36.826,GR,00/01-01-073-05W5/0
627.000,38.648,GR,00/01-01-073-05W5/0
627.250,44.249,GR,00/01-01-073-05W5/0
627.500,54.993,GR,00/01-01-073-05W5/0
627.750,63.568,GR,00/01-01-073-05W5/0
628.000,68.982,GR,00/01-01-073-05W5/0
628.250,60.582,GR,00/01-01-073-05W5/0
628.500,51.439,GR,00/01-01-073-05W5/0
628.750,45.328,GR,00/01-01-073-05W5/0
629.000,36.183,GR,00/01-01-073-05W5/0
629.250,27.597,GR,00/01-01-073-05W5/0
629.500,29.670,GR,00/01-01-073-05W5/0
629.750,26.782,GR,00/01-01-073-05W5/0
630.000,22.342,GR,00/01-01-073-05W5/0
630.250,21.997,GR,00/01-01-073-05W5/0
630.500,25.369,GR,00/01-01-073-05W5/0
630.750,36.670,GR,00/01-01-073-05W5/0
631.000,50.821,GR,00/01-01-073-05W5/0
631.250,55.184,GR,00/01-01-073-05W5/0
631.500,40.772,GR,00/01-01-073-05W5/0
631.750,30.761,GR,00/01-01-073-05W5/0
632.000,24.031,GR,00/01-01-073-05W5/0
632.250,26.287,GR,00/01-01-073-05W5/0
632.500,29.720,GR,00/01-01-073-05W5/0
632.750,31.297,GR,00/01-01-073-05W5/0
633.000,32.249,GR,00/01-01-073-05W5/0
633.250,34.009,GR,00/01-01-073-05W5/0
633.500,38.989,GR,00/01-01-073-05W5/0
633.750,45.892,GR,00/01-01-073-05W5/0
634.000,53.290,GR,00/01-01-073-05W5/0
634.250,64.653,GR,00/01-01-073-05W5/0
634.500,66.973,GR,00/01-01-073-05W5/0
634.750,62.475,GR,00/01-01-073-05W5/0
635.000,60.019,GR,00/01-01-073-05W5/0
635.250,61.843,GR,00/01-01-073-05W5/0
635.500,65.216,GR,00/01-01-073-05W5/0
635.750,67.406,GR,00/01-01-073-05W5/0
636.000,68.545,GR,00/01-01-073-05W5/0
636.250,60.827,GR,00/01-01-073-05W5/0
636.500,50.073,GR,00/01-01-073-05W5/0
636.750,39.625,GR,00/01-01-073-05W5/0
637.000,37.605,GR,00/01-01-073-05W5/0
637.250,38.814,GR,00/01-01-073-05W5/0
637.500,38.089,GR,00/01-01-073-05W5/0
637.750,37.127,GR,00/01-01-073-05W5/0
638.000,38.514,GR,00/01-01-073-05W5/0
638.250,41.882,GR,00/01-01-073-05W5/0
638.500,46.989,GR,00/01-01-073-05W5/0
638.750,48.010,GR,00/01-01-073-05W5/0
639.000,46.481,GR,00/01-01-073-05W5/0
639.250,43.718,GR,00/01-01-073-05W5/0
639.500,42.875,GR,00/01-01-073-05W5/0
639.750,41.227,GR,00/01-01-073-05W5/0
640.000,39.148,GR,00/01-01-073-05W5/0
640.250,40.596,GR,00/01-01-073-05W5/0
640.500,44.901,GR,00/01-01-073-05W5/0
640.750,43.312,GR,00/01-01-073-05W5/0
641.000,36.769,GR,00/01-01-073-05W5/0
641.250,33.757,GR,00/01-01-073-05W5/0
641.500,34.526,GR,00/01-01-073-05W5/0
641.750,39.695,GR,00/01-01-073-05W5/0
642.000,38.792,GR,00/01-01-073-05W5/0
642.250,36.893,GR,00/01-01-073-05W5/0
642.500,36.735,GR,00/01-01-073-05W5/0
642.750,36.451,GR,00/01-01-073-05W5/0
643.000,36.287,GR,00/01-01-073-05W5/0
643.250,39.349,GR,00/01-01-073-05W5/0
643.500,44.704,GR,00/01-01-073-05W5/0
643.750,45.471,GR,00/01-01-073-05W5/0
644.000,42.831,GR,00/01-01-073-05W5/0
644.250,39.077,GR,00/01-01-073-05W5/0
644.500,38.421,GR,00/01-01-073-05W5/0
644.750,35.038,GR,00/01-01-073-05W5/0
645.000,29.673,GR,00/01-01-073-05W5/0
645.250,29.823,GR,00/01-01-073-05W5/0
645.500,31.520,GR,00/01-01-073-05W5/0
645.750,31.854,GR,00/01-01-073-05W5/0
646.000,30.642,GR,00/01-01-073-05W5/0
646.250,29.116,GR,00/01-01-073-05W5/0
646.500,28.460,GR,00/01-01-073-05W5/0
646.750,27.370,GR,00/01-01-073-05W5/0
647.000,25.415,GR,00/01-01-073-05W5/0
647.250,23.640,GR,00/01-01-073-05W5/0
647.500,26.889,GR,00/01-01-073-05W5/0
647.750,29.639,GR,00/01-01-073-05W5/0
648.000,31.711,GR,00/01-01-073-05W5/0
648.250,33.344,GR,00/01-01-073-05W5/0
648.500,36.037,GR,00/01-01-073-05W5/0
648.750,38.599,GR,00/01-01-073-05W5/0
649.000,41.662,GR,00/01-01-073-05W5/0
649.250,46.210,GR,00/01-01-073-05W5/0
649.500,51.129,GR,00/01-01-073-05W5/0
649.750,58.340,GR,00/01-01-073-05W5/0
650.000,64.622,GR,00/01-01-073-05W5/0
