well_name,hor_names,X,Y,Z,dZ,dZ_v0k,Delta-Z
EKL-01,ZE,745965.625,5905421.5,2310.94458007812,863.030883789062,847.349060058593,-15.681823730469091
EKR-104,N,764173.625,5898911.5,346.996002197265,402.357025146484,389.505737304687,-12.851287841796989
EKR-104,CK,764177.625,5898904.5,984.459655761718,580.260925292968,561.157043457031,-19.10388183593693
EKR-104-S1,N,764173.625,5898911.5,346.996002197265,402.357025146484,389.508239746093,-12.848785400390966
EKR-104-S1,CK,764177.625,5898904.5,984.459655761718,580.260925292968,561.157043457031,-19.10388183593693
EKR-208,N,764518.5625,5898968.0,331.495727539062,360.84780883789,347.096130371093,-13.751678466796989
EKR-208,CK,764532.375,5899079.5,1049.4345703125,776.909973144531,752.565612792968,-24.34436035156307
EKR-208,ZE,764697.0,5899463.5,2213.86840820312,858.510986328125,834.773376464843,-23.737609863282046
ELV-101,N,740339.3125,5873681.5,521.880798339843,749.927062988281,720.653442382812,-29.273620605468977
ELV-101,CK,740298.6875,5873644.5,1492.64794921875,898.455932617187,858.578491210937,-39.87744140625
ELV-101,ZE,740255.75,5873612.5,3039.60546875,296.3271484375,286.489440917968,-9.837707519531989
EMC-01-S1,N,773965.0625,5858198.5,189.996994018554,356.705993652343,357.824676513671,1.1186828613280113
EMC-01-S1,CK,773957.0625,5858204.0,963.859741210937,911.402954101562,790.073608398437,-121.329345703125
EMC-01-S1,ZE,774223.0,5858235.0,3670.90649414062,454.65380859375,436.467376708984,-18.186431884766023
EMM-07,N,759209.0,5855116.0,186.5,350.299011230468,351.460723876953,1.1617126464850003
EMM-07,CK,759206.3125,5855119.5,774.963012695312,658.054016113281,594.805358886718,-63.24865722656307
EMM-07,ZE,759120.5,5855392.0,3238.38623046875,724.919189453125,679.828918457031,-45.09027099609398
EMM-08,N,760717.875,5854724.0,189.996994018554,353.875,354.817504882812,0.9425048828119884
EMM-08,CK,760713.75,5854728.0,798.47900390625,680.63720703125,614.788452148437,-65.84875488281295
EMM-08,ZE,762366.875,5854014.0,3601.90600585937,569.011962890625,532.303771972656,-36.70819091796898
EMM-08-S1,CK,760713.75,5854728.0,798.47900390625,680.63720703125,614.788452148437,-65.84875488281295
EMM-09,ZE,763975.0625,5855629.0,3561.0087890625,673.754150390625,631.101867675781,-42.65228271484398
EMM-10,N,760333.5625,5856726.5,163.991439819335,302.90200805664,303.434509277343,0.5325012207030113
EMM-10,CK,760335.625,5856732.5,658.476684570312,660.986938476562,630.2783203125,-30.708618164062045
EMM-10,ZE,760766.0,5857832.5,3170.29467773437,1386.20288085937,1348.47937011718,-37.72351074219
EMM-11-S2,N,759887.125,5853315.5,213.998992919921,404.848999023437,406.512939453125,1.6639404296880116
EMM-11-S2,CK,759904.375,5853313.0,904.806396484375,673.472229003906,582.653076171875,-90.81915283203102
EMM-12,N,760327.625,5856695.0,160.998565673828,292.997985839843,293.301300048828,0.3033142089850003
EMM-12,CK,760331.4375,5856694.0,671.415710449218,679.380004882812,621.485290527343,-57.89471435546909
EMM-12,ZE,763195.375,5856469.5,3304.86572265625,1075.9560546875,1018.6196899414,-57.3363647461
EMM-12-S1,CK,760331.4375,5856694.0,671.415710449218,457.42138671875,398.023223876953,-59.39816284179699
EMM-12-S1,ZE,763182.875,5856478.5,3313.484375,940.821166992187,902.530639648437,-38.29052734375
EMM-13-S2,N,759868.4375,5853292.5,214.498992919921,403.226013183593,404.584197998046,1.3581848144530113
EMM-13-S2,CK,759854.125,5853238.5,921.988830566406,732.619079589843,648.980163574218,-83.638916015625
EMM-13-S2,ZE,758623.75,5850738.0,3553.591796875,283.35400390625,261.271942138671,-22.082061767578978
EMM-13-S3,CK,759854.125,5853238.5,921.988830566406,732.619079589843,648.980163574218,-83.638916015625
EMM-14,N,767268.25,5856680.5,147.998992919921,275.138000488281,275.65249633789,0.5144958496089771
EMM-14,CK,767266.875,5856682.0,632.968139648437,352.017364501953,296.945983886718,-55.071380615235
EMM-14,ZE,766836.125,5857197.5,3636.45239257812,835.85888671875,796.420776367187,-39.438110351562955
EMM-15,CK,760431.0,5856787.0,696.900573730468,408.938720703125,344.999084472656,-63.93963623046898
EMM-15,ZE,762940.4375,5858772.0,3319.02001953125,958.283203125,925.574096679687,-32.709106445312955
EMM-15-S1,CK,760431.0,5856787.0,696.900573730468,408.938720703125,344.999084472656,-63.93963623046898
EMM-15-S1,ZE,762922.1875,5858759.5,3292.19360351562,958.283203125,925.574035644531,-32.70916748046898
EMM-15-S2,CK,760431.0,5856787.0,696.900573730468,408.938720703125,344.999084472656,-63.93963623046898
EMM-15-S2,ZE,762896.0625,5858741.0,3252.09814453125,1166.44311523437,1122.7021484375,-43.74096679687
EMM-16,N,770097.4375,5856806.0,164.698989868164,306.986999511718,307.651275634765,0.6642761230469887
EMM-16,CK,770097.75,5856806.5,811.432556152343,664.710815429687,564.583312988281,-100.12750244140602
EMM-16,ZE,769381.625,5857721.5,3817.78100585937,589.993896484375,571.171752929687,-18.822143554687955
EMO-01,N,689585.0,5844222.0,541.0,1084.0,1071.44177246093,-12.558227539070003
EMO-01,CK,689585.0,5844222.0,1340.0,512.0,503.999908447265,-8.000091552735
ENA-01-S2,N,761554.375,5846956.5,220.998992919921,421.587005615234,415.449157714843,-6.137847900390966
ENA-01-S2,CK,761550.1875,5846954.5,806.951354980468,729.536987304687,691.152893066406,-38.38409423828102
ENA-01-S2,ZE,761525.8125,5846757.5,3192.54638671875,663.748046875,619.123840332031,-44.62420654296898
ENA-02-S1,CK,761614.5,5846905.0,798.648193359375,630.405517578125,574.675415039062,-55.730102539062955
ENA-02-S1,ZE,763198.0,5845960.0,3159.59204101562,213.834732055664,217.052383422851,3.2176513671869884
EPE-01,N,701640.0,5800910.0,515.599975585937,876.069763183593,825.086791992187,-50.98297119140591
EPE-01,CK,701640.0,5800910.0,1064.09997558593,19.0,19.0764007568359,0.07640075683589842
EPE-01,ZE,701640.0,5800910.0,1663.84997558593,162.5,167.43928527832,4.93928527832
EPT-77,N,716524.0,5674523.0,199.899993896484,463.399993896484,445.894714355468,-17.505279541015966
EPT-78,N,716934.0,5677945.0,172.0,409.0,388.240295410156,-20.759704589843977
ERM-01-S1,N,677739.0625,5797633.5,688.416870117187,1356.92102050781,1317.99633789062,-38.92468261719
ERM-01-S1,CK,677869.375,5797551.5,1384.43920898437,21.8370361328125,21.5700435638427,-0.26699256896980117
ERM-01-S1,ZE,678142.3125,5797352.5,2426.66333007812,328.96484375,334.939422607421,5.974578857421022
ERW-01,N,696576.0,5891637.0,515.880004882812,693.985595703125,666.885314941406,-27.100280761718977
ERW-01,CK,696576.0,5891637.0,1392.38000488281,712.0,693.379638671875,-18.620361328125
ERW-01,ZE,696576.0,5891637.0,2130.3798828125,469.999877929687,461.541839599609,-8.458038330078011
ESG-01,CK,682586.1875,5860185.5,1461.06872558593,568.513916015625,554.045776367187,-14.468139648437955
ESG-01,ZE,682273.6875,5860495.0,1892.38671875,132.56396484375,128.235748291015,-4.328216552735
ESV-01,N,712991.75,5857130.5,451.23599243164,588.561889648437,564.853576660156,-23.708312988281023
ESV-01,CK,712989.125,5857130.0,1279.23278808593,753.453979492187,730.870300292968,-22.58367919921909
ESV-01,ZE,712988.6875,5857142.5,1932.41235351562,214.965087890625,206.096221923828,-8.868865966796989
ETV-01-S2,N,754039.5625,5884911.5,407.497009277343,304.488586425781,288.45181274414,-16.036773681641023
ETV-01-S2,CK,754050.9375,5884959.0,1189.29602050781,730.594055175781,715.645935058593,-14.948120117188068
ETV-01-S2,ZE,754500.0,5885888.5,2703.939453125,568.198974609375,540.403015136718,-27.795959472657046
EVD-01,N,646119.625,5758803.0,460.497985839843,914.671997070312,903.274291992187,-11.397705078125
EVD-01,ZE,646143.3125,5758917.0,1737.328125,90.83203125,88.2745132446289,-2.5575180053710938
EWM-01,ZE,707010.5625,5912922.0,2545.09985351562,1752.34814453125,1735.3681640625,-16.97998046875
EXO-01,N,763125.9375,5869252.0,240.0,464.75,465.841033935546,1.0910339355460223
EXO-01,CK,763128.3125,5869251.0,824.973022460937,689.765991210937,671.559997558593,-18.20599365234409
EXO-02-S2,N,759977.0,5868913.0,272.478424072265,526.6669921875,527.422119140625,0.755126953125
EXO-02-S2,CK,759985.875,5868922.5,946.425048828125,794.676330566406,763.036254882812,-31.640075683593977
EXO-02-S2,ZE,760293.75,5868877.5,3771.03442382812,992.047119140625,945.922058105468,-46.125061035157046
F01-01,N,565532.625,6088656.0,800.06640625,1127.70715332031,1059.21936035156,-68.48779296875
F01-01,ZE,565552.625,6088641.5,1978.76135253906,7.52967977523803,7.09410285949707,-0.4355769157409597
F02-01,N,606548.875,6080125.5,847.395874023437,1388.63488769531,1357.3505859375,-31.28430175781
F02-01-S1,N,606548.875,6080125.5,847.395874023437,1658.97094726562,1638.23229980468,-20.73864746094
F02-01-S1,CK,606559.5625,6080128.5,1783.36999511718,176.9990234375,171.886260986328,-5.112762451171989
F02-02-S1,N,604870.6875,6086308.5,943.933532714843,1853.45202636718,1874.09936523437,20.64733886719
F02-02-S1,CK,604869.3125,6086345.0,2112.8330078125,449.857055664062,448.004241943359,-1.8528137207030113
F02-03,N,600403.0,6088052.0,715.5,1466.98474121093,1455.69787597656,-11.286865234369998
F02-03,CK,600403.0,6088052.0,1516.5,91.4576034545898,89.6987915039062,-1.758811950683608
F02-04,N,594597.0,6087180.0,707.199951171875,1450.69995117187,1442.74133300781,-7.958618164059999
F02-04,CK,594597.0,6087180.0,1540.69995117187,180.0,174.723236083984,-5.2767639160159945
F02-04,ZE,594597.0,6087180.0,1655.19995117187,8.97484874725341,8.96993827819824,-0.004910469055170452
F02-05,N,599648.5,6089322.5,702.991027832031,853.368041992187,791.902648925781,-61.46539306640602
F02-05,CK,599657.25,6089312.5,1481.19738769531,150.468994140625,137.912551879882,-12.556442260743012
F02-05,ZE,599661.375,6089308.5,1625.66943359375,138.473022460937,127.025512695312,-11.447509765624986
F02-06,N,600519.0,6089030.0,701.150024414062,1316.5,1278.08154296875,-38.41845703125
F02-06,CK,600519.0,6089030.0,1523.15002441406,163.0,164.705703735351,1.705703735350994
F02-07,N,603446.0,6086798.0,952.099975585937,1746.19995117187,1713.16564941406,-33.03430175781
F02-07,CK,603446.0,6086798.0,2124.60009765625,405.000122070312,399.157257080078,-5.842864990233977
F03-01,N,621874.625,6095979.0,921.898559570312,1461.51184082031,1416.28002929687,-45.23181152344
F03-01,CK,621873.3125,6096007.5,1966.84594726562,245.994018554687,243.801849365234,-2.192169189452983
F03-02,N,619095.0625,6089505.5,823.419311523437,1616.59594726562,1612.43591308593,-4.160034179690001
F03-02,CK,619115.5,6089461.0,1765.50915527343,237.615112304687,231.177200317382,-6.437911987305
F03-02,ZE,619136.4375,6089431.5,2039.77124023437,216.924072265625,217.174453735351,0.25038146972599407
F03-03,N,609684.625,6079134.0,811.3349609375,1589.43005371093,1598.47399902343,9.0439453125
F03-03,CK,609687.375,6079177.5,1652.11828613281,58.97998046875,60.3330192565918,1.3530387878417969
F03-04,N,623255.75,6082595.5,928.939453125,1346.52258300781,1312.27197265625,-34.25061035156
F03-04,CK,623254.25,6082634.0,2067.3115234375,418.93896484375,410.761901855468,-8.177062988281989
F03-05-S1,N,609457.6875,6082474.5,847.934020996093,1661.71398925781,1676.48034667968,14.766357421869998
F03-05-S1,CK,609445.4375,6082489.0,1755.91247558593,119.9970703125,120.516723632812,0.5196533203120026
F03-06,N,607883.9375,6081740.5,846.276000976562,1159.01196289062,1104.10009765625,-54.91186523437
F03-06,CK,607881.6875,6081719.5,1792.26904296875,198.9990234375,198.161514282226,-0.8375091552740059
F03-07,N,624846.4375,6094589.0,1017.17132568359,2003.37805175781,2031.015625,27.63757324219
F03-07,CK,624821.625,6094617.0,2177.0537109375,284.953002929687,282.574493408203,-2.378509521483977
F03-08,N,621752.5625,6095745.0,914.960998535156,1799.03698730468,1836.99768066406,37.96069335938
F03-08,CK,621769.5,6095739.5,1961.93249511718,263.988891601562,263.50732421875,-0.4815673828119884
F04-01,N,571966.0,6075453.0,849.099975585937,1366.27563476562,1310.68493652343,-55.59069824219
F04-01,CK,571966.0,6075453.0,1878.59997558593,307.0,333.580047607421,26.580047607421022
F04-02-A,N,585602.0,6073477.0,943.52001953125,1455.13842773437,1355.64575195312,-99.49267578125
F04-02-A,CK,585602.0,6073477.0,2206.02001953125,577.0,602.149780273437,25.149780273437045
F04-02-A,ZE,585602.0,6073477.0,3701.52001953125,400.0,404.674743652343,4.674743652343011
F04-03,N,568784.5,6060429.0,911.461303710937,1326.44396972656,1239.38208007812,-87.06188964844
F04-03,ZE,568899.3125,6060399.0,3599.75952148437,483.259033203125,480.162719726562,-3.0963134765630116
F05-01,N,595652.0,6072196.5,928.575744628906,1515.81384277343,1497.0078125,-18.806030273429997
F05-01,CK,595652.0,6072294.0,2054.9873046875,394.970092773437,379.859222412109,-15.110870361328011
F05-02,N,588818.3125,6068133.0,809.237976074218,1576.7197265625,1567.865234375,-8.8544921875
F05-02,CK,588806.1875,6068123.0,1833.12426757812,429.408935546875,420.852264404296,-8.556671142578978
F05-03,N,602048.0,6070338.0,825.650024414062,1689.40002441406,1670.17626953125,-19.22375488281
F05-03,CK,602048.0,6070338.0,1728.65002441406,78.5,78.1432647705078,-0.3567352294922017
F05-04,N,601037.0625,6067506.5,665.497985839843,775.691040039062,716.003234863281,-59.68780517578102
F06-01,N,607906.9375,6077216.0,806.937744140625,1585.19396972656,1608.50854492187,23.31457519531
F06-01,CK,607920.5,6077211.5,1630.16381835937,32.4990234375,32.0547065734863,-0.4443168640137003
F06-01-S1,N,607906.9375,6077216.0,806.937744140625,959.499572753906,893.824645996093,-65.67492675781307
F06-02,N,623163.625,6076731.0,718.467102050781,942.634216308593,892.3447265625,-50.289489746092954
F06-02,CK,623161.75,6076753.5,1564.90759277343,255.97802734375,254.468368530273,-1.5096588134769888
F07-01,N,568161.0,6045714.0,714.400024414062,825.648803710937,751.284301757812,-74.364501953125
F07-01,CK,568161.0,6045714.0,1589.90002441406,249.0,239.289291381835,-9.710708618165
F08-01,N,606091.0,6056138.0,750.900024414062,1532.40002441406,1539.84851074218,7.448486328119998
F09-01,N,612277.0,6052224.0,606.099975585937,978.847290039062,940.704040527343,-38.14324951171909
F09-01,CK,612277.0,6052224.0,1372.84997558593,246.5,245.87727355957,-0.6227264404300001
F09-01,ZE,612277.0,6052224.0,1528.34997558593,34.8022232055664,34.7232933044433,-0.07892990112309661
F09-02,N,611716.0,6042410.0,753.0,1536.5,1534.73840332031,-1.761596679690001
F09-02,CK,611716.0,6042410.0,1574.0,75.0,71.9392318725586,-3.0607681274414062
F09-03,N,612342.125,6058286.5,884.419494628906,1103.29309082031,1019.35388183593,-83.93920898438
F09-03,CK,612354.9375,6058302.5,1944.35986328125,350.928100585937,347.096527099609,-3.8315734863280113
F10-01,N,580119.0,6025069.0,949.300048828125,1925.30004882812,1922.64624023437,-2.65380859375
F10-01,CK,580119.0,6025069.0,2101.80004882812,353.0,349.524536132812,-3.4754638671880116
F10-01,ZE,580119.0,6025069.0,3343.30004882812,175.822952270507,172.518341064453,-3.304611206053977
F10-02,N,578616.9375,6027471.5,810.486022949218,1060.10498046875,949.219848632812,-110.88513183593795
F10-03,ZE,576551.25,6024321.0,2753.10766601562,1266.3740234375,1251.90405273437,-14.469970703130002
F11-01,N,603574.0,6025744.0,758.497985839843,1487.98498535156,1491.7412109375,3.756225585940001
F11-02,N,594798.75,6030836.5,904.702758789062,1773.60302734375,1782.59545898437,8.992431640619998
F11-02,CK,594798.5,6030863.5,1908.63916015625,198.476928710937,192.39842224121,-6.078506469726989
F11-03,CK,589557.375,6035975.5,2061.3759765625,284.737060546875,362.377471923828,77.64041137695301
F12-01,N,619415.0,6037565.0,695.0,1423.0,1427.126953125,4.126953125
F12-01,CK,619415.0,6037565.0,1678.0,510.0,510.074737548828,0.07473754882801131
F12-02,N,622609.0,6029260.0,755.949951171875,1128.29992675781,1074.53332519531,-53.7666015625
F12-02,CK,622609.0,6029260.0,1566.94995117187,24.453649520874,23.8428382873535,-0.6108112335204972
F12-03,N,613505.5625,6027049.5,841.186828613281,1645.29895019531,1653.38916015625,8.090209960940001
F12-03,CK,613512.0625,6027032.5,1797.39306640625,229.984008789062,231.755905151367,1.7718963623050001
F12-03,ZE,613471.4375,6027203.5,3233.00073242187,422.35498046875,429.338348388671,6.983367919921022
F12-03-S1,N,613505.5625,6027049.5,841.186828613281,1034.53393554687,960.912414550781,-73.62152099608898
F12-03-S1,CK,613512.0625,6027032.5,1797.39306640625,229.984008789062,217.193145751953,-12.790863037108977
F13-01,N,576529.0,6014273.0,655.480163574218,867.858825683593,813.220642089843,-54.63818359375
F13-01,CK,576529.0,6014293.5,1452.90832519531,283.932006835937,265.564880371093,-18.367126464843977
F13-01,ZE,576529.0,6014310.5,1788.80786132812,141.962036132812,127.488952636718,-14.473083496093992
F14-02,CK,606349.0,6019471.0,1446.0,46.0,45.4485435485839,-0.5514564514161009
F14-02,ZE,606349.0,6019471.0,1607.5,39.0,38.8313026428222,-0.16869735717779832
F14-03,N,605023.0,6007283.0,726.900024414062,1042.59997558593,975.673706054687,-66.92626953124295
F14-04,N,591092.875,6011151.5,862.989990234375,1139.63293457031,1059.70166015625,-79.93127441406
F14-04,CK,591094.125,6011148.5,1729.48596191406,7.0,6.87522935867309,-0.12477064132690963
F14-05,N,600616.6875,6014019.0,817.485046386718,1456.67224121093,1444.50390625,-12.168334960929997
F14-06,N,599799.875,6006768.0,828.742980957031,957.447021484375,879.699645996093,-77.74737548828205
F14-06-S1,N,599800.0,6006768.0,845.992980957031,955.589904785156,873.471374511718,-82.11853027343807
F15-01,N,626477.0,6020902.0,802.443237304687,1576.52502441406,1616.83483886718,40.30981445312
F15-01,CK,626477.0,6020926.0,2221.40161132812,1232.91687011718,1153.912109375,-79.00476074218
F15-02-S1,N,620298.0,6011757.0,817.699951171875,1151.39978027343,1080.61938476562,-70.78039550781
F15-02-S1,CK,620298.0,6011757.0,2199.69995117187,1058.0,1026.42834472656,-31.57165527344
F15-03,N,610865.0,6011551.0,787.0,1219.59985351562,1178.61462402343,-40.98522949219
F15-03,CK,610865.0,6011551.0,1687.0,152.0,153.94580078125,1.94580078125
F15-05,N,618009.25,6006131.0,813.978881835937,883.882690429687,820.179382324218,-63.70330810546909
F15-05,CK,618019.9375,6006131.5,1994.95703125,733.992065429687,706.783508300781,-27.208557128906023
F15-06,N,626252.9375,6005231.5,763.234008789062,1487.23706054687,1502.59594726562,15.35888671875
F15-06,CK,626257.9375,6005209.5,1918.54748535156,784.27587890625,766.848388671875,-17.427490234375
F15-06,ZE,626266.9375,6005176.0,2552.66479492187,91.6600265502929,93.246841430664,1.586814880371108
F15-07,N,616932.75,6006370.0,830.804809570312,1625.51501464843,1654.83642578125,29.321411132820003
F15-07,CK,616961.9375,6006422.5,1981.97119140625,483.59439086914,457.92056274414,-25.673828125
F15-A-01,N,619226.0625,6009252.5,821.4638671875,998.335510253906,937.154541015625,-61.18096923828102
F15-A-01,CK,619208.125,6009230.5,1999.37805175781,712.873046875,854.804992675781,141.93194580078102
F15-A-03,CK,619288.75,6009225.5,2016.37634277343,701.783935546875,1262.77880859375,560.994873046875
F16-01,N,579152.0,5998768.0,975.900024414062,827.7998046875,657.614501953125,-170.185302734375
F16-01,CK,579152.0,5998768.0,2231.64990234375,483.700378417968,463.175659179687,-20.524719238281023
F16-05,CK,566049.875,5992573.5,2019.46020507812,602.906982421875,561.515869140625,-41.39111328125
F16-05,ZE,565999.875,5992562.5,3385.53491210937,559.766845703125,583.778564453125,24.01171875
F17-01,N,599834.5,6000925.0,829.84521484375,1622.76904296875,1624.87451171875,2.10546875
F17-01,ZE,599779.3125,6000792.0,3750.08862304687,241.98208618164,240.989715576171,-0.9923706054690058
F17-01-S2,N,599834.5,6000925.0,829.84521484375,863.958557128906,777.231323242187,-86.72723388671898
F17-01-S2,ZE,599502.6875,6000793.5,3677.68505859375,32.765869140625,32.9540939331054,0.1882247924803977
F17-02,N,600668.0,5999633.5,792.459594726562,1550.10900878906,1573.47668457031,23.36767578125
F17-02-S1,N,600668.0,5999633.5,792.459594726562,1133.16125488281,1085.23974609375,-47.92150878906
F17-03,N,597319.9375,5991536.0,852.834899902343,1070.76208496093,988.523742675781,-82.23834228514897
F17-04,N,594080.25,5991383.5,944.44921875,1859.86804199218,1883.32250976562,23.45446777344
F17-04,CK,594149.375,5991318.0,2001.37878417968,224.809936523437,223.381591796875,-1.4283447265619884
F17-05,N,599214.375,5991077.5,821.942993164062,1013.77514648437,937.783630371093,-75.99151611327704
F17-05,CK,599223.375,5991085.5,1657.92163085937,27.9989013671875,27.892988204956,-0.1059131622314986
F17-06,N,598795.5,5994112.5,804.947998046875,1011.22570800781,939.093933105468,-72.13177490234204
F17-06,CK,598782.0,5994110.0,1614.68603515625,9.5,9.56100845336914,0.061008453369140625
F17-07,N,595938.125,5991144.0,894.396667480468,1157.74609375,1066.12585449218,-91.62023925782
F17-07,CK,595961.1875,5991113.5,1809.76745605468,41.9859619140625,41.7824897766113,-0.2034721374512003
F18-01-S1,N,613934.8125,5996015.0,794.967407226562,1269.32482910156,1235.05786132812,-34.26696777344
F18-01-S1,CK,613944.0,5996029.5,1729.91003417968,279.97900390625,267.554779052734,-12.424224853516023
F18-02,N,613213.0,5993234.0,740.0,1234.7998046875,1177.31774902343,-57.48205566407
F18-02,CK,613213.0,5993234.0,1565.0,115.0,112.701995849609,-2.2980041503909945
F18-03,CK,627672.0,5992754.0,1810.4599609375,621.899780273437,597.843688964843,-24.05609130859409
F18-04,N,613368.0,5997171.0,790.5,1364.09985351562,1351.24633789062,-12.853515625
F18-04,CK,613368.0,5997171.0,1763.5,301.0,448.074249267578,147.074249267578
F18-05,N,613418.0,5994545.0,785.977416992187,1140.7275390625,1088.83874511718,-51.88879394532
F18-05,CK,613418.0,5994557.0,1604.45495605468,65.0,64.982063293457,-0.01793670654299717
F18-06,N,611993.6875,5995508.5,809.894897460937,1253.17724609375,1201.16442871093,-52.01281738282
F18-06,CK,612019.9375,5995531.0,1674.78259277343,109.985107421875,110.644744873046,0.6596374511709939
F18-07,N,612881.0,5995304.0,798.5,1560.90002441406,1596.53112792968,35.63110351562
F18-07,CK,612881.0,5995304.0,1673.5,153.0,152.207443237304,-0.7925567626959946
F18-08-S1,N,630054.375,5995712.0,781.658020019531,1530.50805664062,1544.87902832031,14.370971679690001
F18-08-S1,CK,630049.375,5995713.0,1903.14904785156,679.490966796875,673.693420410156,-5.797546386718977
F18-09-S2,N,614884.8125,5996499.0,805.690734863281,1435.76477050781,1427.97216796875,-7.792602539059999
F18-09-S2,CK,614861.5,5996536.0,1802.38403320312,383.494018554687,379.203186035156,-4.290832519530966
FRA-01-S1,N,666716.875,5896760.5,518.4775390625,679.705505371093,649.604309082031,-30.10119628906193
FRA-01-S1,CK,666712.0,5896833.5,1198.47619628906,325.428955078125,322.978057861328,-2.4508972167969887
FRB-01,N,752814.625,5900214.5,301.498992919921,597.486999511718,584.204223632812,-13.282775878905909
FRB-01,CK,752810.9375,5900214.5,967.490295410156,728.490051269531,717.376098632812,-11.113952636718977
FRB-01,ZE,752717.1875,5900149.5,2095.7197265625,1158.06103515625,1138.08605957031,-19.97497558594
FRM-01,N,762294.9375,5915827.0,444.64175415039,790.296997070312,816.376098632812,26.0791015625
FRM-01,CK,762203.9375,5916596.0,1433.54248046875,1050.72607421875,1004.58984375,-46.13623046875
FRM-01,ZE,761896.5,5919581.5,2612.15893554687,427.118896484375,412.766174316406,-14.352722167968977
FRM-01-S1,N,762294.9375,5915827.0,444.64175415039,790.296997070312,816.376098632812,26.0791015625
FRM-01-S1,CK,762203.9375,5916596.0,1433.54248046875,1050.72607421875,1004.58984375,-46.13623046875
FRM-01-S1,ZE,761849.5,5919399.5,2601.41943359375,417.239990234375,400.664581298828,-16.57540893554699
FRM-01-S3,N,762294.9375,5915827.0,444.64175415039,790.296997070312,816.376098632812,26.0791015625
FRM-01-S3,CK,762203.9375,5916596.0,1433.54248046875,1050.72607421875,1004.58984375,-46.13623046875
FRM-01-S3,ZE,761918.75,5919491.5,2614.65087890625,431.902099609375,417.023681640625,-14.87841796875
G07-02,CK,631920.75,6050556.0,2419.78857421875,1483.1630859375,1535.927734375,52.7646484375
G10-01,N,648168.375,6031283.5,733.351989746093,893.934204101562,839.365600585937,-54.568603515625
G10-01,CK,648159.375,6031301.0,1939.28820800781,944.958984375,902.706726074218,-42.252258300782046
G10-01,ZE,648172.75,6031324.5,2769.66357421875,205.947021484375,191.296936035156,-14.650085449219006
G10-01-S1,N,648168.375,6031283.5,733.351989746093,893.934204101562,839.365600585937,-54.568603515625
G10-01-S1,CK,648159.375,6031301.0,1939.28820800781,944.886962890625,911.301391601562,-33.585571289062955
G10-02,N,651017.625,6028951.5,753.487243652343,1470.02294921875,1477.24768066406,7.224731445309999
G10-02,CK,650980.125,6028968.0,2111.22387695312,1208.56201171875,1168.41015625,-40.15185546875
G11-02,N,657870.375,6025307.5,708.986022949218,925.592956542968,882.739135742187,-42.85382080078091
G11-02,CK,657873.875,6025308.0,1899.47705078125,962.992065429687,923.556640625,-39.435424804687045
G11-02,ZE,657879.25,6025309.0,2625.45727539062,73.193115234375,75.0574645996093,1.864349365234304
G13-01,N,646666.125,6011693.5,750.918029785156,1345.90539550781,1339.16528320312,-6.740112304690001
G13-01,CK,646644.75,6011694.5,1851.60693359375,699.4228515625,679.138610839843,-20.284240722657046
G13-01,ZE,646665.1875,6011755.0,3251.99145507812,563.06298828125,0.0,-563.06298828125
G13-02,CK,639437.25,6005877.5,2010.95593261718,972.458740234375,911.210205078125,-61.24853515625
G13-02,ZE,639493.5625,6005881.5,3062.71630859375,636.941162109375,628.985229492187,-7.955932617187955
G13-02-S1,CK,639437.25,6005877.5,2010.95593261718,972.458618164062,911.210083007812,-61.24853515625
G13-02-S1,ZE,639493.5625,6005881.5,3062.71630859375,636.941162109375,628.985229492187,-7.955932617187955
G13-03,CK,637278.0625,6019573.0,2015.16491699218,986.31689453125,954.844787597656,-31.472106933593977
G14-02-S1,CK,661809.75,6006352.5,2104.91723632812,538.644165039062,461.515594482421,-77.12857055664102
G16-01,N,644099.125,6000003.0,706.611206054687,1384.62097167968,1407.54138183593,22.92041015625
G16-01,CK,644145.875,6000008.0,1790.82641601562,755.472045898437,725.611572265625,-29.860473632812045
G16-01,ZE,644158.75,5999982.5,3073.33715820312,1076.69897460937,1087.11376953125,10.414794921880002
G16-02,N,637904.375,5993583.5,752.221984863281,1465.0439453125,1482.60070800781,17.55676269531
G16-02,CK,637895.1875,5993565.0,1836.37817382812,663.80517578125,655.809997558593,-7.995178222657046
G16-02,ZE,637983.5,5993455.5,2959.51977539062,128.804000854492,129.008392333984,0.20439147949201697
G16-03,CK,642798.8125,5998854.0,1808.13049316406,692.344116210937,671.663879394531,-20.680236816406023
G16-04,N,641720.3125,5993259.5,766.24853515625,990.66796875,927.396118164062,-63.271850585937955
G16-04,CK,641721.0,5993254.0,2067.24267578125,1069.47607421875,1027.26904296875,-42.20703125
G16-05,CK,636630.25,5985756.5,1797.58203125,470.83804321289,448.028289794921,-22.809753417968977
G17-01,N,664315.8125,5994914.5,700.973937988281,1207.73571777343,1210.25183105468,2.51611328125
G17-01,CK,664315.3125,5994941.0,1973.86730957031,1143.90393066406,1101.25427246093,-42.64965820313
G17-01,ZE,664313.375,5994982.0,3047.88134765625,539.8369140625,529.254333496093,-10.582580566407046
G17-02,N,666835.0,6001586.0,644.800048828125,838.431945800781,780.934631347656,-57.497314453125
G17-02,CK,666835.0,6001586.0,1869.30004882812,1081.0,1042.75451660156,-38.24548339844
